//############################################
// POWERED BY MU ENGINE                     //
// WWW.MUENGINE.ORG                      	//
// Edited By: ScriptKid                    	//
//###########################################
// Character Initial Item(s) Item Bag - Max 100 Lines
// Flag1 : 1 (seals and scrolls) / 2 - (set Exc as specific exc option(s)) / 3 - set Exc to Max Exc option (random exc and number of options)
// Class : -1 - for all class / specific value below to specify character class
//  CLASS_WIZARD = 0x0,
//  CLASS_KNIGHT = 0x1,
//  CLASS_ELF = 0x2,
//  CLASS_MAGUMSA = 0x3,
//  CLASS_DARKLORD = 0x4,
//  CLASS_SUMMONER = 0x5,
//  CLASS_RAGE = 0x6,
//  CLASS_GROWLANCER = 0x7,
// Flag2 : Item index (incrementing ID per class)
/-------------------------------------------------------------------------------------------------------------
/	Type	Index	Level	Luck	Skill	Option	Exc	Flag1	Expiry(minutes)		Class	Flag2
/-------------------------------------------------------------------------------------------------------------
/
/-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
/    Type    Index    Level    Luck    Skill    Option    Exc    Flag1    Expiry(days)    Sock1    Sock2    Sock3    Sock4    Sock5    JOH    Ancient        Class    Flag2    Bounded
/-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
//ALL CLASS
//						  Exc Flag1    Exp(Day) S1	S2	S3	S4	S5	JOH	Ancient	Class	Flag2	Bounded
	13	44	0	0	0	0	0	1		7		255	255	255	255	255	 0	0		-1		0  			0  //Seal of Wealth 7 Days
	13	80	0	0	0	0	0	0		7		255	255	255	255	255	 0	0		-1		0  			0  //Pet Panda 7 days
	13	76	0	0	0	0	0	0		7		255	255	255	255	255	 0	0		-1		1  			0  //Panda Ring 7 Days
//WIZARD
	7	3	7	1	0	2	17	2		14		255	255	255	255	255	 0	0		0		2 			0
	8	3	7	1	0	2	17	2		14		255	255	255	255	255	 0	0		0		3 			0
	9	3	7	1	0	2	17	2		14		255	255	255	255	255	 0	0		0		4 			0
	10	3	7	1	0	2	17	2		14		255	255	255	255	255	 0	0		0		5 			0
	11	3	7	1	0	2	17	2		14		255	255	255	255	255	 0	0		0		6 			0
	5	5	7	1	1	2	3	2		14		255	255	255	255	255	 0	0		0		7 			0
	6	14	7	1	1	2	3	2		14		255	255	255	255	255	 0	0		0		8 			0
	12	133	0	0	0	0	0	2		14		255	255	255	255	255	 0	0		0		9 			0
	13	8	0	0	0	2	17	2		14		255	255	255	255	255	 0	0		0		10			0
	13	8	0	0	0	2	17	2		14		255	255	255	255	255	 0	0		0		11			0
//BK
	7	9	7	1	0	2	17	2		14		255	255	255	255	255	 0	0		1		2 			0
	8	9	7	1	0	2	17	2		14		255	255	255	255	255	 0	0		1		3 			0
	9	9	7	1	0	2	17	2		14		255	255	255	255	255	 0	0		1		4 			0
	10	9	7	1	0	2	17	2		14		255	255	255	255	255	 0	0		1		5 			0
	11	9	7	1	0	2	17	2		14		255	255	255	255	255	 0	0		1		6 			0
	0	13	7	1	1	2	3	2		14		255	255	255	255	255	 0	0		1		7 			0
	0	13	7	1	1	2	3	2		14		255	255	255	255	255	 0	0		1		8 			0
	12	134	0	0	0	0	0	2		14		255	255	255	255	255	 0	0		1		9 			0
	13	23	0	0	0	2	17	2		14		255	255	255	255	255	 0	0		1		10 			0
	13	23	0	0	0	2	17	2		14		255	255	255	255	255	 0	0		1		11 			0
//ELF
	7	10	7	1	0	2	17	2		14		255	255	255	255	255	 0	0		2		2 			0
	8	10	7	1	0	2	17	2		14		255	255	255	255	255	 0	0		2		3 			0
	9	10	7	1	0	2	17	2		14		255	255	255	255	255	 0	0		2		4 			0
	10	10	7	1	0	2	17	2		14		255	255	255	255	255	 0	0		2		5 			0
	11	10	7	1	0	2	17	2		14		255	255	255	255	255	 0	0		2		6 			0
	4	9	7	1	1	2	3	2		14		255	255	255	255	255	 0	0		2		7 			0
	12	132	0	0	0	0	0	2		14		255	255	255	255	255	 0	0		2		8 			0
	13	8	0	0	0	2	17	2		14		255	255	255	255	255	 0	0		2		9 			0
	13	8	0	0	0	2	17	2		14		255	255	255	255	255	 0	0		2		10 			0

//MG
	8	9	7	1	0	2	17	2		14		255	255	255	255	255	 0	0		3		2 			0
	9	9	7	1	0	2	17	2		14		255	255	255	255	255	 0	0		3		3 			0
	10	9	7	1	0	2	17	2		14		255	255	255	255	255	 0	0		3		4 			0
	11	9	7	1	0	2	17	2		14		255	255	255	255	255	 0	0		3		5 			0
	0	31	7	1	1	2	3	2		14		255	255	255	255	255	 0	0		3		6 			0
	12	133	0	0	0	0	0	2		14		255	255	255	255	255	 0	0		3		7 			0
	13	23	0	0	0	2	17	2		14		255	255	255	255	255	 0	0		3		8 			0
	13	23	0	0	0	2	17	2		14		255	255	255	255	255	 0	0		3		9 			0
//DL
	7	25	7	1	0	2	17	2		14		255	255	255	255	255	 0	0		4		2 			0
	8	25	7	1	0	2	17	2		14		255	255	255	255	255	 0	0		4		3 			0
	9	25	7	1	0	2	17	2		14		255	255	255	255	255	 0	0		4		4 			0
	10	25	7	1	0	2	17	2		14		255	255	255	255	255	 0	0		4		5 			0
	11	25	7	1	0	2	17	2		14		255	255	255	255	255	 0	0		4		6 			0
	2	8	7	1	1	2	3	2		14		255	255	255	255	255	 0	0		4		7 			0
	12	130	0	0	0	0	0	2		14		255	255	255	255	255	 0	0		4		8 			0
	13	21	0	0	0	2	17	2		14		255	255	255	255	255	 0	0		4		9 			0
	13	21	0	0	0	2	17	2		14		255	255	255	255	255	 0	0		4		10			0
//SN
	7	41	7	1	0	2	17	2		14		255	255	255	255	255	 0	0		5		2 			0
	8	41	7	1	0	2	17	2		14		255	255	255	255	255	 0	0		5		3 			0
	9	41	7	1	0	2	17	2		14		255	255	255	255	255	 0	0		5		4 			0
	10	41	7	1	0	2	17	2		14		255	255	255	255	255	 0	0		5		5 			0
	11	41	7	1	0	2	17	2		14		255	255	255	255	255	 0	0		5		6 			0
	5	17	7	1	1	2	3	2		14		255	255	255	255	255	 0	0		5		7 			0
	12	131	0	0	0	0	0	2		14		255	255	255	255	255	 0	0		5		8 			0
	13	24	0	0	0	2	17	2		14		255	255	255	255	255	 0	0		5		9 			0
	13	24	0	0	0	2	17	2		14		255	255	255	255	255	 0	0		5		10 			0
//RF
	12	135	0	0	0	0	0	2		5		255	255	255	255	255	 0	0		6		2 			0 // little warriors cloak
	7	59	7	1	0	2	17	2		5		255	255	255	255	255	 0	0		6		3 			0
	8	59	7	1	0	2	17	2		5		255	255	255	255	255	 0	0		6		4 			0
	9	59	7	1	0	2	17	2		5		255	255	255	255	255	 0	0		6		5 			0
	11	59	7	1	0	2	17	2		5		255	255	255	255	255	 0	0		6		6 			0
	0	32	7	1	1	2	3	2		5		255	255	255	255	255	 0	0		6		7 			0
