0	8404	1	3	0	0	1	10	2	30	0	0	0	0	0	8405	0
1	8405	1	3	0	0	1	10	2	30	0	0	0	0	0	-1	0
28	8406	1	3	0	9	1	15	2	30	0	0	0	0	0	8407	0
29	8407	1	3	0	9	1	15	2	30	0	0	0	0	0	-1	0
2	8408	1	2	0	1	1	5	2	30	0	0	0	0	0	8409	0
3	8409	1	2	0	1	1	5	2	30	0	0	0	0	0	-1	0
4	8410	1	1	0	2	1	5	2	30	0	0	0	0	0	8411	0
5	8411	1	1	0	2	1	5	2	30	0	0	0	0	0	-1	0
6	8415	1	4	0	3	1	20	2	30	0	0	0	0	0	8416	0
7	8416	1	4	0	3	1	20	2	30	0	0	0	0	0	-1	0
8	8417	1	2	0	4	1	5	2	30	0	0	0	0	0	8418	0
9	8418	1	2	0	4	1	5	2	30	0	0	0	0	0	-1	0
10	8419	1	2	0	5	1	5	2	30	0	0	0	0	0	8420	0
11	8420	1	2	0	5	1	5	2	30	0	0	0	0	0	-1	0
30	8421	1	4	0	14	1	20	2	30	0	0	0	0	0	8422	0
31	8422	1	4	0	14	1	20	2	30	0	0	0	0	0	-1	0
14	8423	4	3	0	11	1	15	2	30	0	0	0	0	0	8424	0
15	8424	4	3	0	11	1	15	2	30	0	0	0	0	0	-1	0
16	8425	1	4	0	6	1	20	2	30	0	0	0	0	0	8426	0
17	8426	1	4	0	6	1	20	2	30	0	0	0	0	0	-1	0
18	8427	1	2	0	7	1	5	2	30	0	0	0	0	0	8428	0
19	8428	1	2	0	7	1	5	2	30	0	0	0	0	0	-1	0
20	8429	1	2	0	8	1	5	2	30	0	0	0	0	0	8430	0
21	8430	1	2	0	8	1	5	2	30	0	0	0	0	0	-1	0
22	8433	1	4	0	10	1	20	2	30	0	0	0	0	0	8434	0
23	8434	1	4	0	10	1	20	2	30	0	0	0	0	0	-1	0
24	8435	1	2	0	13	3	2	2	30	0	0	0	0	0	8436	10000
25	8436	1	2	0	13	3	2	2	30	0	0	0	0	0	-1	10000
26	8437	1	2	0	12	1	5	2	30	0	0	0	0	0	8438	0
27	8438	1	2	0	12	1	5	2	30	0	0	0	0	0	-1	0
32	8444	1	2	0	15	1	5	2	30	0	0	0	0	0	8445	0
33	8445	1	2	0	15	1	5	2	30	0	0	0	0	0	-1	0
34	8446	1	2	0	16	3	2	2	30	0	0	0	0	0	8447	10000
35	8447	1	2	0	16	3	2	2	30	0	0	0	0	0	-1	10000
36	8448	1	4	0	24	1	20	2	30	0	0	0	0	0	8449	0
37	8449	1	4	0	24	1	20	2	30	0	0	0	0	0	-1	0
38	8450	1	2	0	23	1	5	2	30	0	0	0	0	0	8451	0
39	8451	1	2	0	23	1	5	2	30	0	0	0	0	0	-1	0
40	8452	1	2	0	25	3	2	2	30	0	0	0	0	0	8453	10000
41	8453	1	2	0	25	3	2	2	30	0	0	0	0	0	-1	10000
42	8454	1	4	0	17	1	20	2	30	0	0	0	0	0	8455	0
43	8455	1	4	0	17	1	20	2	30	0	0	0	0	0	-1	0
44	8456	1	2	0	19	1	5	2	30	0	0	0	0	0	8457	0
45	8457	1	2	0	19	1	5	2	30	0	0	0	0	0	-1	0
46	8458	1	2	0	18	3	2	2	30	0	0	0	0	0	8459	10000
47	8459	1	2	0	18	3	2	2	30	0	0	0	0	0	-1	10000
48	8462	1	4	0	20	1	20	2	30	0	0	0	0	0	8463	0
49	8463	1	4	0	20	1	20	2	30	0	0	0	0	0	-1	0
50	8464	1	2	0	21	1	5	2	30	0	0	0	0	0	8465	0
51	8465	1	2	0	21	1	5	2	30	0	0	0	0	0	-1	0
52	8466	1	2	0	22	3	2	2	30	0	0	0	0	0	8467	10000
53	8467	1	2	0	22	3	2	2	30	0	0	0	0	0	-1	10000
end																
