/////////////////////////////////////////////////////////////////////////												
// 최초 적용일	Season11 P.2											
// 스크립트 사용	클라이언트/서버 공용											
// 스크립트 이름	SeedSphereUpgread											
// 문서 버전	0.0.0.1											
// 최종 작업자	사재일											
// 최종 작업일	2016-06-13 16:13											
// 작업 내용	시드스피어강화											
/////////////////////////////////////////////////////////////////////////												
// 0번 테이블은 강화대상 시드스피어 및 IDfmf 등록한다.												
// 1번 테이블은 조합 ID에 따른 서브재료 시드스피어를 등록한다.												
// 2번 테이블은 조합 ID에 따른 시드스피어 아이템의 설정을 등록한다.												
// 3번 테이블은 조합 ID에 따른 확률 및 젠의 설정을 등록한다. 												
// 4번 테이블은 성공 시 조합 ID에 따른 결과물을 등록한다.												
//메인재료 (강화대상 아이템)												
0												
//ID	ItemType(Main)	ItemIndex(Main)										
0	12	100										
1	12	101										
2	12	102										
3	12	103										
4	12	104										
5	12	105										
6	12	106										
7	12	107										
8	12	108										
9	12	109										
10	12	110										
11	12	111										
12	12	112										
13	12	113										
14	12	114										
15	12	115										
16	12	116										
17	12	117										
18	12	118										
19	12	119										
20	12	120										
21	12	121										
22	12	122										
23	12	123										
end												
												
//서브재료												
1												
//ID	ItemType(Sub)	ItemIndex(Sub) - Min	ItemIndex(Sub) - Max									
0	12	100	105									
1	12	100	105									
2	12	100	105									
3	12	100	105									
4	12	100	105									
5	12	100	105									
6	12	106	111									
7	12	106	111									
8	12	106	111									
9	12	106	111									
10	12	106	111									
11	12	106	111									
12	12	112	117									
13	12	112	117									
14	12	112	117									
15	12	112	117									
16	12	112	117									
17	12	112	117									
18	12	118	123									
19	12	118	123									
20	12	118	123									
21	12	118	123									
22	12	118	123									
23	12	118	123									
end												
												
// 부가재료  소켓 강화 룬												
2												
//ID	itemType	ItemIndex	등록 아이템 개수(아이템 내구도)									
0	12	401	4									
1	12	401	4									
2	12	401	4									
3	12	401	4									
4	12	401	4									
5	12	401	4									
6	12	401	5									
7	12	401	5									
8	12	401	5									
9	12	401	5									
10	12	401	5									
11	12	401	5									
12	12	401	5									
13	12	401	5									
14	12	401	5									
15	12	401	5									
16	12	401	5									
17	12	401	5									
18	12	401	5									
19	12	401	5									
20	12	401	5									
21	12	401	5									
22	12	401	5									
23	12	401	5									
end												
												
// 조합확률 & 필요젠 설정 												
3												
//ID	Success Rate (1/10000)	Zen										
0	9000	10000000										
1	9000	10000000										
2	9000	10000000										
3	9000	10000000										
4	9000	10000000										
5	9000	10000000										
6	8900	13000000										
7	8900	13000000										
8	8900	13000000										
9	8900	13000000										
10	8900	13000000										
11	8900	13000000										
12	8900	16000000										
13	8900	16000000										
14	8900	16000000										
15	8900	16000000										
16	8900	16000000										
17	8900	16000000										
18	8900	19000000										
19	8900	19000000										
20	8900	19000000										
21	8900	19000000										
22	8900	19000000										
23	8900	19000000										
end												
												
// 조합 결과												
4												
//ID	ItemType	ItemIndex										
0	12	106										
1	12	107										
2	12	108										
3	12	109										
4	12	110										
5	12	111										
6	12	112										
7	12	113										
8	12	114										
9	12	115										
10	12	116										
11	12	117										
12	12	118										
13	12	119										
14	12	120										
15	12	121										
16	12	122										
17	12	123										
18	12	124										
19	12	125										
20	12	126										
21	12	127										
22	12	128										
23	12	129										
end												
end												
