208	8192	1	4	0	42	1	20	2	30	0	0	0	0	0	8193	0
209	8193	1	4	0	43	1	20	2	30	0	0	0	0	0	-1	0
210	8194	1	2	0	38	1	5	2	30	0	0	0	0	0	8195	0
211	8195	1	2	0	38	1	5	2	30	0	0	0	0	0	-1	0
212	8196	1	2	0	25	3	2	2	30	0	0	0	0	0	8197	10000
213	8197	1	2	0	25	3	2	2	30	0	0	0	0	0	-1	10000
214	8198	1	4	0	40	1	20	2	30	0	0	0	0	0	8199	0
215	8199	1	4	0	41	1	20	2	30	0	0	0	0	0	-1	0
216	8200	1	2	0	57	1	5	2	30	0	0	0	0	0	8201	0
217	8201	1	2	0	57	1	5	2	30	0	0	0	0	0	-1	0
218	8202	1	2	0	28	3	2	2	30	0	0	0	0	0	8203	10000
219	8203	1	2	0	28	3	2	2	30	0	0	0	0	0	-1	10000
220	8204	1	4	0	42	1	20	2	30	0	0	0	0	0	8205	0
221	8205	1	4	0	43	1	20	2	30	0	0	0	0	0	-1	0
222	8206	1	2	0	38	1	5	2	30	0	0	0	0	0	8207	0
223	8207	1	2	0	38	1	5	2	30	0	0	0	0	0	-1	0
224	8208	1	2	0	28	3	2	2	30	0	0	0	0	0	8209	10000
225	8209	1	2	0	28	3	2	2	30	0	0	0	0	0	-1	10000
226	8210	1	4	0	40	1	20	2	30	0	0	0	0	0	8211	0
227	8211	1	4	0	41	1	20	2	30	0	0	0	0	0	-1	0
228	8212	1	2	0	23	1	5	2	30	0	0	0	0	0	8213	0
229	8213	1	2	0	23	1	5	2	30	0	0	0	0	0	-1	0
230	8214	1	2	0	54	3	2	2	30	0	0	0	0	0	8215	10000
231	8215	1	2	0	54	3	2	2	30	0	0	0	0	0	-1	10000
232	8216	1	4	0	50	1	20	2	30	0	0	0	0	0	8217	0
233	8217	1	4	0	51	1	20	2	30	0	0	0	0	0	-1	0
234	8218	1	2	0	48	1	5	2	30	0	0	0	0	0	8219	0
235	8219	1	2	0	48	1	5	2	30	0	0	0	0	0	-1	0
236	8220	1	2	0	54	3	2	2	30	0	0	0	0	0	8221	10000
237	8221	1	2	0	54	3	2	2	30	0	0	0	0	0	-1	10000
//
0	8404	1	3	0	0	1	10	2	30	0	0	0	0	0	8405	0
1	8405	1	3	0	0	1	10	2	30	0	0	0	0	0	-1	0
28	8406	1	3	0	9	1	15	2	30	0	0	0	0	0	8407	0
29	8407	1	3	0	9	1	15	2	30	0	0	0	0	0	-1	0
2	8408	1	2	0	1	1	5	2	30	0	0	0	0	0	8409	0
3	8409	1	2	0	1	1	5	2	30	0	0	0	0	0	-1	0
4	8410	1	1	0	2	1	5	2	30	0	0	0	0	0	8411	0
5	8411	1	1	0	2	1	5	2	30	0	0	0	0	0	-1	0
6	8415	1	4	0	3	1	20	2	30	0	0	0	0	0	8416	0
7	8416	1	4	0	3	1	20	2	30	0	0	0	0	0	-1	0
8	8417	1	2	0	4	1	5	2	30	0	0	0	0	0	8418	0
9	8418	1	2	0	4	1	5	2	30	0	0	0	0	0	-1	0
10	8419	1	2	0	5	1	5	2	30	0	0	0	0	0	8420	0
11	8420	1	2	0	5	1	5	2	30	0	0	0	0	0	-1	0
30	8421	1	4	0	14	1	20	2	30	0	0	0	0	0	8422	0
31	8422	1	4	0	14	1	20	2	30	0	0	0	0	0	-1	0
14	8423	4	3	0	11	1	15	2	30	0	0	0	0	0	8424	0
15	8424	4	3	0	11	1	15	2	30	0	0	0	0	0	-1	0
16	8425	1	4	0	6	1	20	2	30	0	0	0	0	0	8426	0
17	8426	1	4	0	6	1	20	2	30	0	0	0	0	0	-1	0
18	8427	1	2	0	7	1	5	2	30	0	0	0	0	0	8428	0
19	8428	1	2	0	7	1	5	2	30	0	0	0	0	0	-1	0
20	8429	1	2	0	8	1	5	2	30	0	0	0	0	0	8430	0
21	8430	1	2	0	8	1	5	2	30	0	0	0	0	0	-1	0
22	8433	1	4	0	10	1	20	2	30	0	0	0	0	0	8434	0
23	8434	1	4	0	10	1	20	2	30	0	0	0	0	0	-1	0
24	8435	1	2	0	13	3	2	2	30	0	0	0	0	0	8436	10000
25	8436	1	2	0	13	3	2	2	30	0	0	0	0	0	-1	10000
26	8437	1	2	0	12	1	5	2	30	0	0	0	0	0	8438	0
27	8438	1	2	0	12	1	5	2	30	0	0	0	0	0	-1	0
32	8444	1	2	0	15	1	5	2	30	0	0	0	0	0	8445	0
33	8445	1	2	0	15	1	5	2	30	0	0	0	0	0	-1	0
34	8446	1	2	0	16	3	2	2	30	0	0	0	0	0	8447	10000
35	8447	1	2	0	16	3	2	2	30	0	0	0	0	0	-1	10000
36	8448	1	4	0	24	1	20	2	30	0	0	0	0	0	8449	0
37	8449	1	4	0	24	1	20	2	30	0	0	0	0	0	-1	0
38	8450	1	2	0	23	1	5	2	30	0	0	0	0	0	8451	0
39	8451	1	2	0	23	1	5	2	30	0	0	0	0	0	-1	0
40	8452	1	2	0	25	3	2	2	30	0	0	0	0	0	8453	10000
41	8453	1	2	0	25	3	2	2	30	0	0	0	0	0	-1	10000
42	8454	1	4	0	17	1	20	2	30	0	0	0	0	0	8455	0
43	8455	1	4	0	17	1	20	2	30	0	0	0	0	0	-1	0
44	8456	1	2	0	19	1	5	2	30	0	0	0	0	0	8457	0
45	8457	1	2	0	19	1	5	2	30	0	0	0	0	0	-1	0
46	8458	1	2	0	18	3	2	2	30	0	0	0	0	0	8459	10000
47	8459	1	2	0	18	3	2	2	30	0	0	0	0	0	-1	10000
48	8462	1	4	0	20	1	20	2	30	0	0	0	0	0	8463	0
49	8463	1	4	0	20	1	20	2	30	0	0	0	0	0	-1	0
50	8464	1	2	0	21	1	5	2	30	0	0	0	0	0	8465	0
51	8465	1	2	0	21	1	5	2	30	0	0	0	0	0	-1	0
52	8466	1	2	0	22	3	2	2	30	0	0	0	0	0	8467	10000
53	8467	1	2	0	22	3	2	2	30	0	0	0	0	0	-1	10000
54	8470	1	4	0	26	1	20	2	30	0	0	0	0	0	8471	0
55	8471	1	4	0	26	1	20	2	30	0	0	0	0	0	-1	0
56	8472	1	2	0	27	1	5	2	30	0	0	0	0	0	8473	0
57	8473	1	2	0	27	1	5	2	30	0	0	0	0	0	-1	0
58	8474	1	2	0	28	3	2	2	30	0	0	0	0	0	8475	10000
59	8475	1	2	0	28	3	2	2	30	0	0	0	0	0	-1	10000
66	8482	1	4	0	32	1	20	2	30	0	0	0	0	0	8483	0
67	8483	1	4	0	32	1	20	2	30	0	0	0	0	0	-1	0
68	8484	1	2	0	33	1	5	2	30	0	0	0	0	0	8485	0
69	8485	1	2	0	33	1	5	2	30	0	0	0	0	0	-1	0
70	8486	1	2	0	34	3	2	2	30	0	0	0	0	0	8487	10000
71	8487	1	2	0	34	3	2	2	30	0	0	0	0	0	-1	10000
72	8488	1	4	0	24	1	20	2	30	0	0	0	0	0	8489	0
73	8489	1	4	0	24	1	20	2	30	0	0	0	0	0	-1	0
74	8490	1	2	0	35	1	5	2	30	0	0	0	0	0	8491	0
75	8491	1	2	0	35	1	5	2	30	0	0	0	0	0	-1	0
76	8492	1	2	0	25	3	2	2	30	0	0	0	0	0	8493	10000
77	8493	1	2	0	25	3	2	2	30	0	0	0	0	0	-1	10000
82	8494	1	2	0	28	3	2	2	30	0	0	0	0	0	8495	10000
83	8495	1	2	0	28	3	2	2	30	0	0	0	0	0	-1	10000
80	8496	1	2	0	36	1	5	2	30	0	0	0	0	0	8497	0
81	8497	1	2	0	36	1	5	2	30	0	0	0	0	0	-1	0
78	8498	1	4	0	26	1	20	2	30	0	0	0	0	0	8499	0
79	8499	1	4	0	26	1	20	2	30	0	0	0	0	0	-1	0
84	8500	1	4	0	32	1	20	2	30	0	0	0	0	0	8501	0
85	8501	1	4	0	32	1	20	2	30	0	0	0	0	0	-1	0
86	8502	1	2	0	37	1	5	2	30	0	0	0	0	0	8503	0
87	8503	1	2	0	37	1	5	2	30	0	0	0	0	0	-1	0
88	8504	1	2	0	28	3	3	2	30	0	0	0	0	0	8505	10000
89	8505	1	2	0	28	3	3	2	30	0	0	0	0	0	-1	10000
90	8506	1	4	0	40	1	20	2	30	0	0	0	0	0	8507	0
91	8507	1	4	0	41	1	20	2	30	0	0	0	0	0	-1	0
92	8508	1	2	0	38	1	5	2	30	0	0	0	0	0	8509	0
93	8509	1	2	0	38	1	5	2	30	0	0	0	0	0	-1	0
94	8510	1	2	0	39	3	2	2	30	0	0	0	0	0	8511	10000
95	8511	1	2	0	39	3	2	2	30	0	0	0	0	0	-1	10000
96	8512	1	4	0	42	1	20	2	30	0	0	0	0	0	8513	0
97	8513	1	4	0	43	1	20	2	30	0	0	0	0	0	-1	0
98	8514	1	2	0	44	1	5	2	30	0	0	0	0	0	8515	0
99	8515	1	2	0	44	1	5	2	30	0	0	0	0	0	-1	0
100	8516	1	2	0	34	3	2	2	30	0	0	0	0	0	8517	10000
101	8517	1	2	0	34	3	2	2	30	0	0	0	0	0	-1	10000
102	8518	4	3	0	45	1	15	2	30	0	0	0	0	0	8519	0
103	8519	4	3	0	45	1	15	2	30	0	0	0	0	0	-1	0
104	8520	4	3	0	46	1	15	2	30	0	0	0	0	0	8521	0
105	8521	4	3	0	46	1	15	2	30	0	0	0	0	0	-1	0
106	8522	4	3	0	47	1	15	2	30	0	0	0	0	0	8523	0
107	8523	4	3	0	47	1	15	2	30	0	0	0	0	0	-1	0
108	8524	1	4	0	40	1	20	2	30	0	0	0	0	0	8525	0
109	8525	1	4	0	41	1	20	2	30	0	0	0	0	0	-1	0
110	8526	1	2	0	48	1	5	2	30	0	0	0	0	0	8527	0
111	8527	1	2	0	48	1	5	2	30	0	0	0	0	0	-1	0
112	8528	1	2	0	25	3	3	2	30	0	0	0	0	0	8529	10000
