////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////							
//	[ Text  Version ]	0.0.0.1					
//	[File Name]	DevilSqiareFinalMonster.dat					
//	[서버/클라]	서버 전용					
//	[ 최종 작업자 ]	사재일					
//	[ 최종 작업일 ]						
//	[ 작 업 내 용 ]	최초 작성					
////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////							
//최강자전 악마의광장 전용 스크립트							
// 진입 후 시작좌표 입장순서							
//각 라운드 등장 몬스터							
//Round	Index	출현&리젠 개체 수 지정	몬스터번호	몬스터 사냥 점수	원래 출현 맵	몬스터	
0							
1	572	130	0	300	//	골록	
2	344	130	0	600	//	발람	
3	549	130	0	900	//	블러디오크	
4	575	130	0	1200	//	콘드라	
5	315	50	1	3000	//	웨어울프(영웅)	
6	550	130	0	1500	//	블러디데스라이더	
7	552	130	0	1800	//	블러디위치퀸	
8	314	130	0	2100	//	스카우트(영웅)	
9	335	130	0	2400	//	네크론7	
10	557	50	1	10000	//	사피퀸	
11	554	130	0	2700	//	켄타우로스워리어	
12	336	130	0	3000	//	데스센츄리온7	
13	337	130	0	3300	//	슈리커7	
14	556	130	0	5000	//	제노사이더워리어	
15	340	50	1	200000	//	다크엘프	
end							
// 몬스터 리젠 좌표							
// 번호	맵번호	이동범위	시작X	시작Y	방향	지정좌표	
1							
1	102	30	99	105	0	2	
2	102	30	99	127	0	2	//0은 일반 몬스터들 리젠 지역 2값은 0~2까지 다 포함한 리젠지역
3	102	30	100	150	0	2	//1값 별도 지정 가능 테스트라 1~2 리젠 지역 통일
4	102	30	118	106	0	2	
5	102	30	118	120	0	2	
6	102	30	118	119	0	0	
7	102	30	118	136	0	2	
8	102	30	118	150	0	2	
9	102	30	137	105	0	2	
10	102	30	138	129	0	2	
11	102	30	137	151	0	2	
12	102	30	107	116	0	1	
13	102	30	107	115	0	0	
14	102	30	107	140	0	1	
15	102	30	131	116	0	1	
16	102	30	131	115	0	0	
17	102	30	132	140	0	1	
18	102	30	118	127	0	1	
19	102	30	128	128	0	1	
20	102	30	109	128	0	1	
21	102	30	109	127	0	0	
22	102	30	109	106	0	1	
23	102	30	110	149	0	1	
24	102	30	128	149	0	1	
25	102	30	128	148	0	0	
26	102	30	127	106	0	1	
27	102	30	142	117	0	1	
28	102	30	143	142	0	1	
29	102	30	143	141	0	0	
30	102	30	97	140	0	1	
31	102	30	96	116	0	1	
32	102	30	147	105	0	1	
33	102	30	147	129	0	1	
34	102	30	147	128	0	0	
35	102	30	148	150	0	1	
36	102	30	123	115	0	1	
37	102	30	124	142	0	1	
38	102	30	124	141	0	0	
39	102	30	114	142	0	1	
40	102	30	113	114	0	1	
41	102	30	150	117	0	1	
42	102	30	150	141	0	1	
43	102	30	150	140	0	0	
44	102	30	94	152	0	1	
45	102	30	93	101	0	1	
46	102	30	114	100	0	1	
47	102	30	130	100	0	1	
48	102	30	130	99	0	0	
49	102	30	143	100	0	1	
50	102	30	143	153	0	1	
51	102	30	123	154	0	1	
52	102	30	106	154	0	1	
53	102	30	106	153	0	0	
54	102	30	92	128	0	1	
55	102	30	102	134	0	1	
56	102	30	112	134	0	1	
57	102	30	112	133	0	0	
58	102	30	101	120	0	1	
59	102	30	101	119	0	0	
60	102	30	111	121	0	1	
61	102	30	133	122	0	1	
62	102	30	133	121	0	0	
63	102	30	139	136	0	1	
64	102	30	126	134	0	1	
65	102	30	126	133	0	0	
66	102	30	102	112	0	0	
67	102	30	102	111	0	0	
68	102	30	108	112	0	0	
69	102	30	105	103	0	0	
70	102	30	113	109	0	0	
71	102	30	113	108	0	0	
72	102	30	118	115	0	0	
73	102	30	118	114	0	0	
74	102	30	124	111	0	0	
75	102	30	130	111	0	0	
76	102	30	130	110	0	0	
77	102	30	136	111	0	0	
78	102	30	143	111	0	0	
79	102	30	146	124	0	0	
80	102	30	146	123	0	0	
81	102	30	141	124	0	0	
82	102	30	127	121	0	0	
83	102	30	123	121	0	0	
