//############################################
// POWERED BY MU ENGINE                                    //
//                    WWW.MUENGINE.ORG                      //
//###########################################

//旨收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收旬
//早 Nightmare Boss Drop Settings                                                 早
//曲收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收旭
//---------------------------------------------------------------------------------
// MapSettings
//---------------------------------------------------------------------------------
0
//[MapIndex] [Drop Flag] [Min Monster Level] [Max MonsterLevel]
	0	0	0	1000	//	Lorencia
	1	0	0	1000	//	Dungeon
	2	0	0	1000	//	Devias
	3	0	0	1000	//	Noria
	4	0	0	1000	//	Losttower
	5	0	0	1000	//	Exile
	6	0	0	1000	//	Stadium
	7	0	0	1000	//	Atlans
	8	0	0	1000	//	Tarkan
	9	0	0	1000	//	Devil Square
	10	0	0	1000	//	Icarus
end
//---------------------------------------------------------------------------------
// Drop Settings
//---------------------------------------------------------------------------------
1
//[EventName] [DropZen] [EventItemType] [EventItemIndex] [EventItemLevel] [EventItemDropRate] [ItemDropRate] [ExItemDropRate]
          "NightmareBoss"       0	                      0	0	0	              0	                                   100	          500
end
//---------------------------------------------------------------------------------
// Item Drop Settings
//---------------------------------------------------------------------------------
2
//[Index] [Type] [MinLevel] [MaxLevel] [Skill] [Luck] [Option] [ExItemflag]

	0	20	5	7	1	1	1	0	
	0	21	5	7	1	1	1	0	
	4	20	5	7	1	1	1	0	
	2	12	5	7	1	1	1	0	
	5	11	5	7	1	1	1	0	
	0	16	0	0	1	0	0	2	
	3	10	0	0	1	0	0	2	
	5	6	0	0	1	0	0	2	
	5	9	0	0	1	0	0	2	
	2	10	0	0	1	0	0	2	
	0	31	0	0	1	0	0	2	
	0	20	0	0	1	0	0	2	
	2	12	0	0	1	0	0	2	
	4	20	0	0	1	0	0	2	
	6	13	0	0	1	0	0	2	
	6	16	0	0	1	0	0	2	
	8	34	5	7	0	1	1	0	
	8	35	5	7	0	1	1	0	
	8	36	5	7	0	1	1	0	
	8	37	5	7	0	1	1	0	
	8	38	5	7	0	1	1	0	
	8	29	5	7	0	1	1	0
	8	30	5	7	0	1	1	0	
	8	31	5	7	0	1	1	0	
	8	32	5	7	0	1	1	0	
	8	33	5	7	0	1	1	0	
	7	21	5	7	0	1	1	0	
	8	21	5	7	0	1	1	0	
	9	21	5	7	0	1	1	0	
	7	22	5	7	0	1	1	0	
	8	22	5	7	0	1	1	0	
	9	22	5	7	0	1	1	0	
	7	24	5	7	0	1	1	0	
	8	24	5	7	0	1	1	0	
	9	24	5	7	0	1	1	0	
	8	23	5	7	0	1	1	0	
	9	23	5	7	0	1	1	0	
	10	23	5	7	0	1	1	0	
	11	23	5	7	0	1	1	0	
	7	27	5	7	0	1	1	0	
	8	27	5	7	0	1	1	0	
	9	27	5	7	0	1	1	0	
	8	16	0	0	0	0	0	2	
	7	17	0	0	0	0	0	2	
	8	17	0	0	0	0	0	2	
	9	17	0	0	0	0	0	2	
	7	18	0	0	0	0	0	2	
	8	18	0	0	0	0	0	2	
	9	18	0	0	0	0	0	2	
	7	19	0	0	0	0	0	2	
	8	19	0	0	0	0	0	2	
	9	19	0	0	0	0	0	2	
	8	15	0	0	0	0	0	2	
	9	15	0	0	0	0	0	2	
	7	26	0	0	0	0	0	2	
	8	26	0	0	0	0	0	2	
	10	21	0	0	0	0	0	2	
	11	21	0	0	0	0	0	2	
	10	22	0	0	0	0	0	2	
	11	22	0	0	0	0	0	2	
	10	24	0	0	0	0	0	2	
	11	24	0	0	0	0	0	2	
	10	20	0	0	0	0	0	2	
	11	20	0	0	0	0	0	2	
	10	27	0	0	0	0	0	2
	11	27	0	0	0	0	0	2	
	14	19	6	6	0	0	0	0	
	13	18	6	7	0	0	0	0	
	14	28	6	7	0	0	0	0	


	7	30	6	9	1	1	1	2	//DaRK Side Pants
	8	30	6	9	1	1	1	2	//Hurricane Pants
	9	30	6	9	1	1	1	2	//Nature Pants
	10	30	6	9	1	1	1	2	//Adamantine Pants
	11	30	6	9	1	1	1	2	//Red Wing Pants	56	[Summoner]

	7	31	6	9	1	1	1	2	//DaRK Side Pants
	8	31	6	9	1	1	1	2	//Hurricane Pants
	9	31	6	9	1	1	1	2	//Nature Pants
	10	31	6	9	1	1	1	2	//Adamantine Pants
	11	31	6	9	1	1	1	2	//Red Wing Pants	56	[Summoner]

	7	33	6	9	1	1	1	2	//DaRK Side Pants
	8	33	6	9	1	1	1	2	//Hurricane Pants
	9	33	6	9	1	1	1	2	//Nature Pants
	10	33	6	9	1	1	1	2	//Adamantine Pants
	11	33	6	9	1	1	1	2	//Red Wing Pants	56	[Summoner]


end
