//###########################################################
// NORMAL MONSTERSETBASE - WWW.MUENGINE.ORG                //
// Last Revision: 29 May 2012                             //
//###########################################################

//0 - Guards / NPC / Traps
//1 - Spots
//2 - Normal Monster
//3 - Bone King / Golden Monsters
//4 - Blood Castle Monsters / Gate / Others
																		
3																											
	43	3	30	10	10	240	240	-1	2	// T²±??f?f																	
	44	0	30	182	128	195	145	-1	10	//???¥?®T??fµe·?°?																	
	53	0	30	185	132	185	132	-1	4	//??????53?? 54???O ?p?¦³? ???? ???????O.																	
	55	0	30	132	83	132	83	-1	4	//µ¥?²?·55?? 56???O ?p?¦³? ???? ???????O.																	
	54	0	30	183	128	188	135	-1	10	//?F??T??fµe·?°?																	
	56	0	30	132	83	138	90	-1	10	//µ¥?²?»T??fµe·?°?																	
																											
	78	0	30	10	10	240	240	-1	4	//T²±?°????°																	
	79	0	30	10	10	240	240	-1	2	//°?µe																	
																											
	80	0	30	185	132	185	132	-1	4	//µ¥???®??µe?·80?? 81???O ?p?¦³? ???? ???????O.																	
	81	0	30	132	83	132	83	-1	10	//?????£???£																	
	82	0	30	183	128	188	135	-1	2	//?­???£1 82?? 83???O ?p?¦³? ???? ???????O.																	
	83	0	30	132	83	138	90	-1	10	//?­???£2																	

// New Goldens
493	2	30	6	184	80	244	-1	1	//Golden Dark Knight
494	4	30	7 	170 	51 	241	-1	1	//The Golden Devil
495	51	30	73 	54 	70 	77	-1	1	//Golden Stone Monster
496	10	30	35 	234 	46 	220 	-1	1	//Golden Crust
497	57	30	172 	218 	125 	177	-1	1	//Golden Satyr
498	37	30	220 	162  	205 	136	-1	1	//Golden Twin Tail
499	8	30	160 	184 	153 	220	-1	1	//Golden Iron Knight
500	37	30	220 	162  	205 	136	-1	1	//Golden EP
501	33	30	119 	161 	80 	147	-1	1	//Great Golden Dragon
end																											

0																											
	200	6	6	63	160	1	//G?±?°?																				
	239	6	6	72	164	1	//G?±?½???																				
end																											


																											
// --------------------------------------------------------------------------------------																											
// ???¶?? ±¤?e																											
// --------------------------------------------------------------------------------------																											
//	1±¤?e																										
1																											
17	9	30	119	80	150	115	-1	35	//½????©·S½?																		
15	9	30	119	80	150	115	-1	35	//??°?±G?f																		
																											
//	2±¤?e																										
10	9	30	121	152	151	184	-1	35	//?O?©³????®																		
39	9	30	121	152	151	184	-1	35	//?????p½¦µµ?µ																		
																											
//	3±¤?e																										
41	9	30	49	138	79	173	-1	35	//µ¥½??«?µ																		
37	9	30	49	138	79	173	-1	35	//µ¥?t																		
																											
//	4±¤?e																										
64	9	30	53	74	83	109	-1	35	//???©±G?f																		
65	9	30	53	74	83	109	-1	35	//???©???e																		
																											
//	5±¤?e																										
294	32	30	120	80	150	115	-1	35	//??½??f?®??																		
60	32	30	120	80	150	115	-1	35	//??·?µe????																		
																											
//	6±¤?e																										
290	32	30	122	152	151	184	-1	35	//?®??µe?f?®??																		
57	32	30	122	152	151	184	-1	35	//?????pTO																		
end																											
																											
// ------------------------------------------------------------																											
// ??·?µe ?³½½																											
// ------------------------------------------------------------																											
// type	mapnumber	distance	x	y	dir	total																					
4																											
232	11	0	10	9	1	//??Gµ»?																					
232	12	0	10	9	1	//??Gµ»?																					
232	13	0	10	9	1	//??Gµ»?																					
232	14	0	10	9	1	//??Gµ»?																					
232	15	0	10	9	1	//??Gµ»?																					
232	16	0	10	9	1	//??Gµ»?																					
232	17	0	10	9	1	//??Gµ»?																					
132	11	0	14	95	0	//???????®»s																					
132	12	0	14	95	0	//???????®»s																					
132	13	0	14	95	0	//???????®»s																					
132	14	0	14	95	0	//???????®»s																					
132	15	0	14	95	0	//???????®»s																					
132	16	0	14	95	0	//???????®»s																					
132	17	0	14	95	0	//???????®»s																					
131	11	0	14	75	0	//???®																					
131	12	0	14	75	0	//???®																					
131	13	0	14	75	0	//???®																					
131	14	0	14	75	0	//???®																					
131	15	0	14	75	0	//???®																					
131	16	0	14	75	0	//???®																					
131	17	0	14	75	0	//???®																					
end																											
																											
// type	mapnumber	distance	x	y	dir	total(->????T£°?11???????d½GT°??T­µ?°?/dir???O?®??T£°?µT?O.)																					
4																											
// 1?? ?O?®  																											
	85	11	30	13	45	0																					
	88	11	30	13	78	0																					
	86	11	30	15	46	0																					
	88	11	30	14	83	0																					
	88	11	30	14	78	0																					
	86	11	30	15	63	0																					
	87	11	30	13	69	0																					
	84	11	30	14	34	0																					
	86	11	30	15	53	0																					
	85	11	30	13	23	0																					
	85	11	30	15	43	0																					
	84	11	30	14	38	0																					
	86	11	30	13	65	0																					
	88	11	30	15	78	0																					
	86	11	30	13	67	0																					
	87	11	30	14	61	0																					
	88	11	30	16	80	0																					
	86	11	30	15	59	0																					
	86	11	30	13	59	0																					
	86	11	30	15	55	0																					
	85	11	30	15	39	0																					
	84	11	30	13	35	0																					
	86	11	30	13	62	0																					
	87	11	30	13	55	0																					
	85	11	30	15	37	0																					
	84	11	30	13	28	0																					
	85	11	30	13	29	0																					
	85	11	30	15	28	0																					
	85	11	30	13	25	0																					
	85	11	30	13	21	0																					
	85	11	30	14	22	0																					
	85	11	30	15	21	0																					
	85	11	30	13	31	0																					
	85	11	30	15	30	0																					
	85	11	30	15	33	0																					
	87	11	30	14	58	0																					
	84	11	30	15	35	0																					
	84	11	30	14	33	0																					
	84	11	30	15	41	0																					
	84	11	30	14	42	0																					
	85	11	30	14	21	0																					
	84	11	30	15	25	0																					
	84	11	30	15	23	0																					
	84	11	30	13	26	0																					
	86	11	30	13	41	0																					
	86	11	30	15	69	0																					
	84	11	30	13	37	0																					
	85	11	30	13	43	0																					
	86	11	30	13	50	0																					
	86	11	30	15	48	0																					
	86	11	30	13	46	0																					
	88	11	30	15	62	0																					
	87	11	30	14	52	0																					
	87	11	30	15	50	0																					
	87	11	30	15	66	0																					
	89	11	30	16	87	0																					
	89	11	30	12	81	0																					
	88	11	30	17	83	0																					
	88	11	30	14	90	0																					
	88	11	30	11	83	0																					
	89	11	30	13	88	0																					
	89	11	30	13	85	0																					
	89	11	30	19	85	0																					
	89	11	30	13	93	0																					
	88	11	30	15	94	0																					
	84	11	30	14	40	0																					
	89	11	30	14	80	0																					
	89	11	30	18	81	0																					
	84	11	30	13	39	0																					
	88	11	30	20	82	0																					
	88	11	30	20	88	0																					
	84	11	30	14	27	0																					
	84	11	30	14	24	0																					
	84	11	30	14	32	0																					
	86	11	30	14	44	0																					
	86	11	30	15	51	0																					
	86	11	30	14	49	0																					
	87	11	30	14	56	0																					
	86	11	30	15	57	0																					
	86	11	30	14	64	0																					
	86	11	30	14	67	0																					
	87	11	30	14	70	0																					
	86	11	30	13	53	0																					
	84	11	30	15	45	0																					
	88	11	30	14	54	0																					
	88	11	30	14	36	0																					
	88	11	30	15	68	0																					
	87	11	30	13	48	0																					
	88	11	30	14	47	0																					
	87	11	30	13	63	0																					
	86	11	30	15	65	0																					
	86	11	30	15	60	0																					
	86	11	30	13	57	0																					
	84	11	30	15	31	0																					
	85	11	30	15	26	0																					
// 2?? ?O?®																											
	91	12	30	13	45	1																					
	94	12	30	13	78	1																					
	92	12	30	15	46	1																					
	94	12	30	14	83	1																					
	94	12	30	14	78	1																					
	92	12	30	15	63	1																					
	93	12	30	13	69	1																					
	90	12	30	14	34	1																					
	92	12	30	15	53	1																					
	91	12	30	13	23	1																					
	91	12	30	15	43	1																					
	90	12	30	14	38	1																					
	92	12	30	13	65	1																					
	94	12	30	15	78	1																					
	92	12	30	13	67	1																					
	93	12	30	14	61	1																					
	94	12	30	16	80	1																					
	92	12	30	15	59	1																					
	92	12	30	13	59	1																					
	92	12	30	15	55	1																					
	91	12	30	15	39	1																					
	90	12	30	13	35	1																					
	92	12	30	13	62	1																					
	93	12	30	13	55	1																					
	91	12	30	15	37	1																					
	90	12	30	13	28	1																					
	91	12	30	13	29	1																					
	91	12	30	15	28	1																					
	91	12	30	13	25	1																					
	91	12	30	13	21	1																					
	91	12	30	14	22	1																					
	91	12	30	15	21	1																					
	91	12	30	13	31	1																					
	91	12	30	15	30	1																					
	91	12	30	15	33	1																					
	93	12	30	14	58	1																					
	90	12	30	15	35	1																					
	90	12	30	14	33	1																					
	90	12	30	15	41	1																					
	90	12	30	14	42	1																					
	91	12	30	14	21	1																					
	90	12	30	15	25	1																					
	90	12	30	15	23	1																					
	90	12	30	13	26	1																					
	92	12	30	13	41	1																					
	92	12	30	15	69	1																					
	90	12	30	13	37	1																					
	91	12	30	13	43	1																					
	92	12	30	13	50	1																					
	92	12	30	15	48	1																					
	92	12	30	13	46	1																					
	94	12	30	15	62	1																					
	93	12	30	14	52	1																					
	93	12	30	15	50	1																					
	93	12	30	15	66	1																					
	95	12	30	16	87	1																					
	95	12	30	12	81	1																					
	94	12	30	17	83	1																					
	94	12	30	14	90	1																					
	94	12	30	11	83	1																					
	95	12	30	13	88	1																					
	95	12	30	13	85	1																					
	95	12	30	19	85	1																					
	95	12	30	13	93	1																					
	94	12	30	15	94	1																					
	90	12	30	14	40	1																					
	95	12	30	14	80	1																					
	95	12	30	18	81	1																					
	90	12	30	13	39	1																					
	94	12	30	20	82	1																					
	94	12	30	20	88	1																					
	90	12	30	14	27	1																					
	90	12	30	14	24	1																					
	90	12	30	14	32	1																					
	92	12	30	14	44	1																					
	92	12	30	15	51	1																					
	92	12	30	14	49	1																					
	93	12	30	14	56	1																					
	92	12	30	15	57	1																					
