// sockets
	0	26	0		0	1	0	0	0	0		0	254	255	255	255	255	0		0
	0	27	0		0	1	0	0	0	0		0	254	255	255	255	255	0		0
	2	16	0		0	1	0	0	0	0		0	254	255	255	255	255	0		0
	2	17	0		0	1	0	0	0	0		0	254	255	255	255	255	0		0
	4	23	0		0	1	0	0	0	0		0	254	255	255	255	255	0		0
	5	20	0		0	1	0	0	0	0		0	254	255	255	255	255	0		0
	5	30	0		0	1	0	0	0	0		0	254	255	255	255	255	0		0
	5	31	0		0	1	0	0	0	0		0	254	255	255	255	255	0		0
	6	17	0		0	1	0	0	0	0		0	254	255	255	255	255	0		0
	6	18	0		0	1	0	0	0	0		0	254	255	255	255	255	0		0
	6	19	0		0	1	0	0	0	0		0	254	255	255	255	255	0		0
//
	12	15	0		0	0	0	0	0	0		0	0	0	0	0	0	0		0
	14	13	0		0	0	0	0	0	0		0	0	0	0	0	0	0		0
	14	14	0		0	0	0	0	0	0		0	0	0	0	0	0	0		0
