//GM BOX
0
	0	0	0	1000
	1	0	0	1000
	2	0	0	1000
	3	0	0	1000
	4	0	0	1000
	5	0	0	1000
	6	0	0	1000
	7	0	0	1000
	8	0	0	1000
	9	0	0	1000
	10	0	0	1000
end

1
//	Name	DropZen	EventItemType	EventItemIndex	EventItemLevel	EventItemDropRate	ItemDropRate	ExItemDropRate
	"GMBox"	5000000	0		0		0		0			100		1
end

2

5000
	0	502	2	5	0	0	0	0	 //"ANNIV TICKET"
end

//	Group	ID	MinLvl	MaxLvl	Skill	Luck	Life	Exc
500
	14	13	0	0	0	0	0	0
	14	14	0	0	0	0	0	0
	14	16	0	0	0	0	0	0
	0	16	0	0	1	1	0	3
	0	17	0	0	1	1	0	3
	0	18	0	0	1	1	0	3
	0	20	0	0	1	1	0	3
	0	21	0	0	1	1	0	3
	0	24	0	0	1	1	0	3
	0	25	0	0	1	1	0	3
	0	32	0	0	1	1	0	3
	2	12	0	0	1	1	0	3
	2	15	0	0	1	1	0	3
	5	13	0	0	1	1	0	3
	5	14	0	0	1	1	0	3
	5	15	0	0	1	1	0	3
	5	16	0	0	1	1	0	3
	5	17	0	0	1	1	0	3
	5	18	0	0	1	1	0	3
	5	21	0	0	1	1	0	3
	5	22	0	0	1	1	0	3
	5	23	0	0	1	1	0	3
	3	9	0	0	1	1	0	3
	3	10	0	0	1	1	0	3
	3	13	0	0	1	1	0	3
	3	14	0	0	1	1	0	3
	3	15	0	0	1	1	0	3
	6	29	0	0	1	1	0	3
	6	30	0	0	1	1	0	3
	6	31	0	0	1	1	0	3
end

1500
	0	16	0	0	1	1	0	2
	0	17	0	0	1	1	0	2
	0	18	0	0	1	1	0	2
	0	20	0	0	1	1	0	2
	0	21	0	0	1	1	0	2
	0	24	0	0	1	1	0	2
	0	25	0	0	1	1	0	2
	0	32	0	0	1	1	0	2
	2	12	0	0	1	1	0	2
	2	15	0	0	1	1	0	2
	5	13	0	0	1	1	0	2
	5	14	0	0	1	1	0	2
	5	15	0	0	1	1	0	2
	5	16	0	0	1	1	0	2
	5	17	0	0	1	1	0	2
	5	18	0	0	1	1	0	2
	5	21	0	0	1	1	0	2
	5	22	0	0	1	1	0	2
	5	23	0	0	1	1	0	2
	3	9	0	0	1	1	0	2
	3	10	0	0	1	1	0	2
	3	13	0	0	1	1	0	2
	3	14	0	0	1	1	0	2
	3	15	0	0	1	1	0	2
	6	29	0	0	1	1	0	2
	6	30	0	0	1	1	0	2
	6	31	0	0	1	1	0	2
end

3000
	0	5	0	0	1	1	0	2
	0	6	0	0	1	1	0	2
	0	7	0	0	1	1	0	2
	0	8	0	0	1	1	0	2
	0	9	0	0	1	1	0	2
	0	10	0	0	1	1	0	2
	0	11	0	0	1	1	0	2
	0	12	0	0	1	1	0	2
	0	13	0	0	1	1	0	2
	0	14	0	0	1	1	0	2
	0	15	0	0	1	1	0	2
	2	5	0	0	1	1	0	2
	2	7	0	0	1	1	0	2
	2	8	0	0	1	1	0	2
	2	9	0	0	1	1	0	2
	2	10	0	0	1	1	0	2
	2	11	0	0	1	1	0	2
	4	5	0	0	1	1	0	2
	4	7	0	0	1	1	0	2
	4	8	0	0	1	1	0	2
	4	9	0	0	1	1	0	2
	4	10	0	0	1	1	0	2
	4	11	0	0	1	1	0	2
	4	12	0	0	1	1	0	2
	4	13	0	0	1	1	0	2
	4	14	0	0	1	1	0	2
	4	16	0	0	1	1	0	2
	4	17	0	0	1	1	0	2
	5	5	0	0	1	1	0	2
	5	6	0	0	1	1	0	2
	5	8	0	0	1	1	0	2
	5	9	0	0	1	1	0	2
end
end
