// Character Initial Item(s) Item Bag - Max 100 Lines
/----------------------------------------------------------------------------------------
|	Type	Index	Level	Luck	Skill	Option	MaxExc	ExcOptFixed	Expiry(day)
/----------------------------------------------------------------------------------------
/---------------------------------------------------------------------------------------------------------------------------------------------------------------------------/
|	Type	Index	LevelMin	LeveMax	Luck	Skill	Option	MaxExc	ExcOptFixed	Joh	Socket1	Socket2	Socket3	Socket4	Socket5	SetOption	Expiry(day) |
/---------------------------------------------------------------------------------------------------------------------------------------------------------------------------/
// sockets
	0	26	0		0	1	0	0	0	0		0	254	254	254	254	0	0		0
	0	27	0		0	1	0	0	0	0		0	254	254	254	254	0	0		0
	0	28	0		0	1	0	0	0	0		0	254	254	254	254	0	0		0
	2	16	0		0	1	0	0	0	0		0	254	254	254	254	0	0		0
	2	17	0		0	1	0	0	0	0		0	254	254	254	254	0	0		0
	4	23	0		0	1	0	0	0	0		0	254	254	254	254	0	0		0
	5	20	0		0	1	0	0	0	0		0	254	254	254	254	0	0		0
	5	30	0		0	1	0	0	0	0		0	254	254	254	254	0	0		0
	5	31	0		0	1	0	0	0	0		0	254	254	254	254	0	0		0
	5	32	0		0	1	0	0	0	0		0	254	254	254	254	0	0		0
	6	17	0		0	1	0	0	0	0		0	254	254	254	254	0	0		0
	6	18	0		0	1	0	0	0	0		0	254	254	254	254	0	0		0
	6	19	0		0	1	0	0	0	0		0	254	254	254	254	0	0		0
	6	20	0		0	1	0	0	0	0		0	254	254	254	254	0	0		0
//
	6	22	0		0	1	0	0	0	0		0	254	254	254	254	0	0		0
	6	23	0		0	1	0	0	0	0		0	254	254	254	254	0	0		0
	6	24	0		0	1	0	0	0	0		0	254	254	254	254	0	0		0
	6	25	0		0	1	0	0	0	0		0	254	254	254	254	0	0		0
	6	26	0		0	1	0	0	0	0		0	254	254	254	254	0	0		0
	0	52	0		0	1	0	0	0	0		0	254	254	254	254	0	0		0
	3	22	0		0	1	0	0	0	0		0	254	254	254	254	0	0		0
	6	40	0		0	1	0	0	0	0		0	254	254	254	254	0	0		0	
//
	12	15	0		0	0	0	0	0	0		0	0	0	0	0	0	0		0
	14	13	0		0	0	0	0	0	0		0		0	0	0	0	0	0	0
	14	14	0		0	0	0	0	0	0		0		0	0	0	0	0	0	0
	14	141	0		0	0	0	0	0	0		0		0	0	0	0	0	0	0
//
	0	15	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
//
	0	16	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
	0	17	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
	0	18	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
	0	20	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
	0	21	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
//
	0	24	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
	0	25	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
	0	31	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
// rf
	0	33	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
	0	34	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
//
	2	11	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
//
	2	12	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
	2	15	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
	14	141	0		0	0	0	0	0	0		0		0	0	0	0	0	0	0
// gl
	3	16	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
	3	17	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
	3	18	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
//
	4	16	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
	4	17	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
//
	4	19	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
	4	20	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
	4	22	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
//
	4	24	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0

//
	5	13	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
	5	14	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
// sn
	5	17	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
	5	18	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
// sn
	5	23	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
	5	33	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
	5	34	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
	14	141	0		0	0	0	0	0	0		0		0	0	0	0	0	0	0
//
	6	15	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
	6	16	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
	6	21	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
// gl
	6	31	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
	6	32	0		0	1	1	0	3	0		0		0	0	0	0	0	0	0
