//	<< 뮤 공성전 관련 데이터 >>

//	1 . 공성 관련 기본 데이터
//	: 공성전에 필요한 기본적인 데이터를 가지고 있다.
//
//	공성주기(일)
//------------------------------------------------------------------------------------------------------
0
	7	
end

//	2 . 공성 스케쥴 기본 데이터
//	: 공성서버는 절대시간으로 된 데이터를 읽어서 상대시간으로 된 데이터를 만든다. (단위> MSEC)
//
//	공성상태	시작일	시작시	시작분
//------------------------------------------------------------------------------------------------------
1
	1		0	0	0			// 신청날짜
	2		1	23	59			// 유휴기간
	3		2	0	0			// 문장등록 기간
	4		5	0	0			// 유휴기간
	5		5	12	0			// 발표기간
	6		5	23	0			// 준비기간
	7		6	21	0			// 공성시작
	8		6	23	0			// 휴전기간
	9		7	0	0			// 공성주기 종료
end

//	3 . 뮤의 성에 나오는 공성 / 수성측 NPC 관련 데이터
//
// 	NPC번호		인덱스	DB저장(0/1)	수성1/공성2	방어력레벨	회복력레벨	최대체력	SX	SY	DX	DY	DIR	
//--------------------------------------------------------------------------------------------------------------------------------------------------------
2	
	// 수호석상
	283		1		1		1	0		0		400000		94	227	-1	-1	1
	283		2		1		1	0		0		400000		94	182	-1	-1	1
	283		3		1		1	0		0		400000		82	130	-1	-1	1
	283		4		1		1	0		0		400000		107	130	-1	-1	1
	
	// 성문
	277		1		1		1	0		0		500000		93	204	-1	-1	1
	277		2		1		1	0		0		500000		81	161	-1	-1	1
	277		3		1		1	0		0		500000		107	161	-1	-1	1
	277		4		1		1	0		0		500000		67	114	-1	-1	1
	277		5		1		1	0		0		500000		93	114	-1	-1	1
	277		6		1		1	0		0		500000		119	114	-1	-1	1
	
	// 가드타워
	288		1		0		1	0		0		800000		75	130	-1	-1	1
	288		2		0		1	0		0		800000		88	130	-1	-1	1
	288		3		0		1	0		0		800000		99	130	-1	-1	1
	288		4		0		1	0		0		800000		114	130	-1	-1	1
	288		5		0		1	0		0		800000		94	151	-1	-1	1
	288		6		0		1	0		0		800000		88	182	-1	-1	1
	288		7		0		1	0		0		800000		100	182	-1	-1	1
	288		8		0		1	0		0		800000		94	221	-1	-1	1
	288		9		0		1	0		0		800000		94	233	-1	-1	1

	// 방어막
	215		1		0		1	0		0		10000		94	242	-1	-1	1

	// 투석기 (수성)
	222		1		0		1	0		0		10000		80	188	-1	-1	1
	222		2		0		1	0		0		10000		105	188	-1	-1	1

	// 투석기 (공성)
	221		1		0		2	0		0		10000		63	19	-1	-1	5
	221		2		0		2	0		0		10000		119	19	-1	-1	5
end

