////////////////////////////////////////////////////////////////////////////////																											
// Text Ver. 1.0.7.4																											
// Version 1.01  - T辑滚																											
// Version 1.01  - M辑滚																											
// 弥辆 累诀磊 - 捞刮沥																											
// 弥辆 累诀老 - 2006-01-20  3:38:04 PM																											
// 郴侩: 惯坊鸥牢单捞 捞亥飘 包访 酒捞袍 眠啊(14 32,33,34)																											
////////////////////////////////////////////////////////////////////////////////																											
																											
// 利俊霸傍拜单固瘤       = 唱狼傍拜单固瘤 - 利狼规绢仿																											
// 利俊霸傍拜己傍啦       = 唱狼傍拜己傍啦 - 利狼规绢己傍啦																											
// 利栏肺何磐狼规绢己傍啦 = 唱狼规绢己傍啦 - 利狼傍拜己傍啦																											
																											
// 技飘加己  (1:塞, 2:刮酶己, 3:俊呈瘤, 4:眉仿)																											
// itemSlot  (-1: 扁夯汲沥, 0:坷弗颊公扁, 1:哭颊公扁, 2:秋镐, 3:癌渴, 4:官瘤, 5:厘癌, 6:何明, 7:朝俺, 8:焊炼蜡粗, 9:格吧捞, 10:馆瘤)																											
// skilltype (0:胶懦绝澜, skill.txt俊 乐绰 胶懦Index栏肺 汲沥)																											
																											
// sirial : 老访 锅龋甫 持阑 巴牢啊?																											
// 可记 : 可记捞 嘿阑 巴牢啊?																											
// 各俊霸辑 救冻绢瘤绰 酒捞袍牢啊?																											
//Index									     level				     MagicDur													
//ItemSlot SkillType	x	y  sirial  option	drop	Name	  	     DamMin  DamMax	Speed	Dur	   MagicPW   NLvl    Str	Dex	Eng	Hea	Cha	set    	法师	战士	精灵	魔剑	圣导
0																											
0	0	0	1	2	1	1	1	"波刃剑"	6	6	11	50	20	0	0	0	40	40	0	0	0	1	1	1	1	1	1
1	0	0	1	3	1	1	1	"短剑"	3	3	7	20	22	0	0	0	60	0	0	0	0	1	1	1	1	1	1
2	0	0	1	3	1	1	1	"西洋剑"	9	9	15	40	23	0	0	0	50	40	0	0	0	1	0	1	1	1	1
3	0	20	1	3	1	1	1	"东洋刀"	16	16	26	35	27	0	0	0	80	40	0	0	0	1	0	1	0	1	1
4	0	21	1	3	1	1	1	"暗杀者"	12	12	18	30	24	0	0	0	60	40	0	0	0	1	0	1	0	1	1
5	0	22	1	3	1	1	1	"极光刀"	36	36	47	30	39	0	0	0	80	50	0	0	0	1	1	1	1	1	1
6	0	20	1	3	1	1	1	"拉丁剑"	20	20	30	20	30	0	0	0	110	0	0	0	0	1	0	1	1	1	1
7	0	21	1	3	1	1	1	"偃月刀"	24	24	34	25	34	0	0	0	120	0	0	0	0	1	0	1	0	1	1
